,gid,black,white,black_rating,white_rating,move_list,winner
707,1880444,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13*j9e4h6j11k11j12k12k10l8l9i11i10j10g12g13h7d4d5j6i4g5h3f4h2f3f5g4g6h5e2h1h8,white
708,1880443,shalev,Arek Kulczycki,2491,2542,c2e9k10i5g7g6f7i7j6j7c9f6d7d6b7e6c5c7,white
709,1877583,Arek Kulczycki,zastrzyk,2542,1751,a10*l2j7e9e4d4d5h6g8f7i4h4g6f6,black
711,1877581,Arek Kulczycki,Peter Koning,2542,1694,a13,black
712,1877580,Daniel Sepczuk,Arek Kulczycki,2386,2542,c12i10i5f8b10e4d4d5j9c10h8i9k10l2j5j6c9i2d7b11d9d10e9e10f9f10g10g9j7g8h7g3,white
713,1877579,Arek Kulczycki,Szymon D,2542,1531,a13,black
714,1877578,David J Bush ★,Arek Kulczycki,2130,2542,a6*g7i10j11g8j8k9e9f8h8h7e8f6d7e5d5d6b7b12c10f10e10c6f7h5j4i3,white
715,1877571,Arek Kulczycki,Marcin Pindral,2542,1713,a13,black
716,1874557,Jos Dekker,Arek Kulczycki,2167,2542,m9*l11k12l12e4d5d3b3c2b2b4i5f8h7j4k5j3h4g11g9f11j9k11l10k10k8l9h11,black
717,1874556,Daniel Sepczuk,Arek Kulczycki,2386,2542,c12i10i5j4d5d4e4f8d10d9b10b11c10d7g8f2b6c3i4j3i3h6g6h5g5h4i7i6j5j6g4g3h3g7e8e9c8e6,white
720,1861982,Arek Kulczycki,shalev,2542,2491,m4*b12e4d4e3c3d2c2d6i5j11f8c11b11c10l11l10b7b8e10g7f7g5g6j3k4j5e6e5g4f5i4d12f11f12g11g12i11h11j9i10j10h6h5,black
721,1861981,Daniel Sepczuk,Arek Kulczycki,2386,2542,m7*k10i12d10e4c4c3d3c5b5b12i5k11l10l11j11j12c12e9c9d8f9g7j7f11f8k3b8b6d5c8b9d9e10f7l4g9h12k5i6i4m2j4l5k6l6h9,white
722,1861977,Arek Kulczycki,Stanley Kozera,2542,1905,a10,black
723,1855410,Arek Kulczycki,eobllor,2542,1983,a13i5j9j11k11j12k12k10l8l10i11e4j4j6d4f8k5j5k4k6e8e3c3d5l5l6f6,black
724,1855409,mangajah,Arek Kulczycki,2002,2542,a3i10e9f7d8e6h7h6d6d7b8c11j8i4j4i6k5i7,white
725,1855408,Arek Kulczycki,PaulStu,2542,1896,a13*j9g7c4g6c7d6d7d8j5i8i7j6i6h8g8h7f7f8e8d10b12c10k7j7l5k5l4k4e9,black
726,1855407,HappyHippo,Arek Kulczycki,2200,2542,m4*b12e4d4d5i5h9j9j11k11j12l11h4f5g6e7f8d9e10d11e6g3c11f6d10b11c10b10c9j6j3k3j5,white
727,1855406,Arek Kulczycki,JKB,2542,2161,a8*c4i10h6e9j10i11k11j11k10j12k12j9l8k7l5l6j8k8c11c3l2h7g7d10c10d8e8d9f9g8f8e11f11i5h4,black
728,1855405,Frode Lillevold,Arek Kulczycki,2265,2542,m4*g7e4c4c3b4b3e3i10c11h4j5j4d7d9h9g11f10g6d6e7b10b11c10d3d4b7i4h6c8d5g5f4,white
729,1855404,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13e4j9j11k11k10i11i12d4e3c3d5b6d2c2d3c5c7b9a8d6c6i5i7f5i10f8e11d10j2j3k2k3l2i3b11c12e9d9e8d8e6h7,black
730,1855403,shalev,Arek Kulczycki,2491,2542,m5*d5i5d10e8c9d12c12d3c3d2c2e6j9f9j6i4g5g6f7d7f6j11f8e9k11j12k12k10l8k8m9k9l7k7g8i8,white
731,1846571,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13i5j9j11k11j12k12k10l8l10i11i10j10g12g13e4j4k6f7h4d4e3d3d5f4e10e9e8f8f5e5d11i7i6i4g9l7l3h7,black
732,1844128,Arek Kulczycki,JKB,2542,2161,a13*j9e4h6j11k11j12k12k10l8l10i11i10j10g12g13g8c4c3d3c5i7i8k7j7f7g6g7e11j6k6e9,black
733,1841519,Arek Kulczycki,Daniel Sepczuk,2542,2386,a7*j9i5c4d3c3d10j4i10j10i11j11j5g7g6f7f6c7e7d8e8b11d11b12c10b10c8d7c9a9b8k4g4,white
734,1840735,Jos Dekker,Arek Kulczycki,2167,2542,m8*e9e4c4c3e3i5d6c5f5g3h4g5g4e8g7f8,white
735,1835504,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13i5j9j11k11j12k12k10l8l10i11i10j10g12g13e4j4k6d4e3d3d5f7h4f4e10e9e8j5i7f8j2l4d11l7m5j7j6h7h9c10b12b10a12h8,black
736,1828983,Daniel Sepczuk,Arek Kulczycki,2386,2542,k2i10e9e4d5d3c4c3b4b3k6j4l3k5i4e10d10g7f7e8f8f11g9c12h10h9g10g8f9h11f12,black
737,1819777,Arek Kulczycki,Nate Watson,2542,1691,a13*j9e4h6g7c4c3b10j11k11j10a12g6j5i8k7,black
738,1819776,Jonathan,Arek Kulczycki,2017,2542,a4*g4i10e9f3j6j4g6f8e8f7e7f6e6f5e5f4e3e2c4e4c5d3f2d4h5h4h3j3g5h7i6i8,white
739,1819775,Arek Kulczycki,HappyHippo,2542,2200,a13*j9e4h6h8c4c3b4c2j5k3f7i4j3j4h4h5g5g6f6e9g7g10k6,black
740,1819774,JKB,Arek Kulczycki,2161,2542,a10*j9e4h6j11k11d12c4c3l4k4l3k10i11k3d3c5k6k5l5l2g4h7f6i12d11g3i2i4,white
741,1819773,Arek Kulczycki,Jos Dekker,2542,2167,a13i10d5d3c3c4e3e2k10k12j10h12j12e4i5j6h7i4j4k2k4l3h3j2g5h6f7f8g7f13g12,black
742,1819772,Frode Lillevold,Arek Kulczycki,2265,2542,m4*g7e4j9j11i10h6c4c3b4b3e3g6d6d7i6h7j6j7i7i8h8h9g9f12c11c12b12e10k6g5l8l7b7g11,white
743,1819771,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13*j9e9d5i5j6i10j10i9k7j8k8i11j11i4b10c7f7d3b6f2f3g8f9f8h6i6d8g6e6g2e3,black
744,1819770,shalev,Arek Kulczycki,2491,2542,a9*j9e4j4d12d4e3d3i6d5h8d11e11i8j10g10f9e10i10i9d8k5g11k11i12c12f10l9k9l8k8l7k6m5l5m4l4m3l2l3e2g2j3d7d2b3h5c8c9i4h3h4e6f4g4g5,black
745,1809455,lazyplayer,Arek Kulczycki,2127,2542,m1e4j9h6i6j11k11d12d11e11c12e10d10e9d9h4l3i7g4e8d8e7d7f5e5f4c5d3c3c4a5j2e6b2j3,black
746,1803010,lazyplayer,Arek Kulczycki,2127,2542,m1*j9i5d5d4e4j11k11j12k12k10l8k8e9h4l4f11m9j6j8,black
747,1789620,Jon Prospar,Arek Kulczycki,2092,2542,m11e4c4c3b4b3i5i10f9h3j3h7k6j6k5i4j4j7e7g6,white
749,1789617,Arek Kulczycki,Jan Arild Teland,2542,1942,a3*j9j11k11j6h6h5d5e9b10d7i5j3k4l2k2k3g6g5f6f5e6e5d6e3i3h7k7i10e8d10g8f11k10l5h9,black
750,1789616,Daniel Sepczuk,Arek Kulczycki,2386,2542,m7*e9e4c4c3d3c5h6j11b5b12k10i5h5i4h4f8i7h9f9e12j8g3l2j7k7i8h7f11d12g8g9h8j10h11b8e8d9d7,white
751,1789615,Arek Kulczycki,Pawel Guz,2542,1872,a3,black
752,1789606,Arek Kulczycki,Stanley Kozera,2542,1905,a7*e9i5c4d4h5f8j9j11k11,black
753,1789598,Art Duval ★,Arek Kulczycki,2165,2542,m7*e9e4c4c3b4b3d3f2d2h6d5c5e5d4f4e8g7f6d9d8c9c8g6f8g8f9g9f11f10d12h10g5j4h5i6k3i3j2h2j3i4j5i5g12k10i12,white
754,1789589,Arek Kulczycki,Alexandre,2542,1997,a13,black
755,1781177,Arek Kulczycki,Marcin Pindral,2542,1713,a13,black
756,1781176,Ryan,Arek Kulczycki,1852,2542,a3i10k10k11l10l11j11h12e10e4i5f8h8h7e8e9c10d9c9d8c8d7c7c11d10d5i7i6k5j6l6j8,white
757,1781175,Arek Kulczycki,Jos Dekker,2542,2167,a13i10d5d3c3c4e3e2j10h9j9i9j8j7c7d9g7i4e8e6d8f2f3g2g3h2i3h4h3e9h8,black
758,1781174,Lukasz S.,Arek Kulczycki,2047,2542,a7*g7i10,white
759,1781173,Arek Kulczycki,Marius Halsor ★,2542,2005,a13*j9j11k11k10i11g6d5d3c3d2c2c5c7e3b7f4c4c10k4j7i7k3j4j3i4i3h4h2l3h3f5e5d7e6e7i10f8f9e9d11g10e11h8g8h6,black
760,1781171,Arek Kulczycki,Frode Lillevold,2542,2265,a13*j9g7d5d10f8f7i6h4i4i5e8d3c3c5e7e6c9i2k2f4j5,black
761,1781170,Daniel Sepczuk,Arek Kulczycki,2386,2542,m7*e9e4c4c3d3c5b5c11k10i12j12j11k11i5l4j3m2j7b6c6g10g6b7c7b8d9e8h7c8d8f6g3h3g4f7d7h5g5i7i2j5m1,white
762,1781161,Arek Kulczycki,shalev,2542,2491,a7*e9i10c4d10j10i11j11j9h8d3c3d2c2g10h10h9e10d11i9i8j8j6l4e12l8g11k6j7d12e11k7k5l5l3k4k3j4j3c8d5b6c7d6c6b9a8f5i4i6i5j5f4,white
763,1776011,Galactic Being,Arek Kulczycki,2007,2542,a6*,white
764,1773635,Lukasz S.,Arek Kulczycki,2047,2542,m7*e9e4i5h6c4c3e3f7i6g10j9i8i7g8k7k8j8h12d9f5c9h10g6e7i11i12,white
765,1764909,Arek Kulczycki,Stanley Kozera,2542,1905,a13*j9j11k11k9d5d3c3d2c2e9h6h8f9g10c11e8g7e10f10e12b11e11f11f12g11g12i11h11i8,black
766,1759386,FruG0,Arek Kulczycki,2023,2542,a3i10k10k11d10e8l9i5j4j11i8i7f7f8j7j6k5h9g8g7e7c9,white
767,1759385,Arek Kulczycki,JKB,2542,2161,a10*j9e4h6j11k11k10i11k2d4d5g4g7j5g8i7g3j2k1i2,black
768,1759384,Marcin Pindral,Arek Kulczycki,1713,2542,m6*k10e4c4c3b4b3e3i5f8f7h6h4j5i6e8k11l10l11i12h3,white
769,1756942,Daniel Sepczuk,Arek Kulczycki,2386,2542,k2i10e9e4j9g6e5e7i9i5l4j11k10k11l10l11h10l3d7f4f5i4,white
770,1742152,Lukasz S.,Arek Kulczycki,2047,2542,m7*e9e4k10i5c4c3d3c5b5f7g6i12f6h4l11h3g4g3f4f3b6d8c7e6e7d7b7e5c9c8a9b9a10b10a11b12b11d11c10f10g9h7f9j10g10f11g12g11i9h11i11j11l8k8l7k7l6k6,white
771,1742151,Arek Kulczycki,Mirko Rahn,2542,2006,a13e7d5d9b11g8l4k6h8h7e9,black
772,1742150,zastrzyk,Arek Kulczycki,1751,2542,m7*e9e4c4c3j4f8k10g9g8f9k6k11l10l11j11h12i10i13g10e11f12k7,white
773,1742149,Arek Kulczycki,Virlax_,2542,2167,a13*j9g7d5c2c7f2e3e1h6h4k2g3f3g2g4h7h3e7j6i6j5j7i7i8k6h10h8,black
774,1742148,David J Bush ★,Arek Kulczycki,2130,2542,a6*k10i6c3d10f8k11l10l11g7d2e9g2j5i5j6j4l3k4l4k5l5j3l2k6l6k8k9m6k7j8j7h8,white
775,1742147,Arek Kulczycki,Frode Lillevold,2542,2265,a13*j9f7d5d3c3h8g7g6b10c10c9d9i6j3d8f8b11d7e7e6c7c8b6e2f4,black
776,1742146,Szymon D,Arek Kulczycki,1531,2542,m7*e9e4c4c3d3c5h6f8j9i12l11k11g8f9g10f11f10d12e11e12d11c12c11b12g11f13h12h13l10k10l9k9l8k8l7k7l6k5k6j6j7h7g7h8,white
777,1742138,Arek Kulczycki,shalev,2542,2491,a13*j9j11k11e4h6k2d4d5e8f7c7f3h4h7b10e7j7i8g7f9g8g10h9i10k10j12k12i9k6l7j8j10k9i6h8i7f8d12c9,black
778,1742130,Daniel Sepczuk,Arek Kulczycki,2386,2542,m7*e9e4c4c3d3c5b5d10k10g3b6d9j4e11f10f12e10d11f11e12g11k3j3i12g12f13h12h13j11i11j9k9j10h10i8j8i9h6i6i5j5i7h7h8h9g9g10f8e8f7e7c6,white
779,1740273,Arek Kulczycki,Jos Dekker,2542,2167,a13*j9j11k11j12k12k9k7e9d5j8k8i11l6c4f7g8f9f8j5,black
780,1740272,Szymon D,Arek Kulczycki,1531,2542,a9*k3i10k10k11l10l11i11d3h6g8f8g7j8j11j10j5h8g10g9e11f10f11e10d11l7j9b3c2b2c3b4c5k8i4l4j2l2l5k5k6j6j7i7i8c11d10c10d9c9d8c8d7b7c7b8a7c6e5d5e3e4f3f4g5,white
781,1740269,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13*j9e9d5e4c4d3c3d2c2i10k10j11k11j12k12h4i4k2h5e5h7i3g5i9g10h8f9f8b10c8d9d12d10,black
782,1740266,David J Bush ★,Arek Kulczycki,2130,2542,a6*j9i6g6g7e8f7j4f9k5j7k7k8l7j8m8l8m7k10l10k12k11j12j11i12i11h12g11h11i9k6m5l5m4l4m3l2l3k3k4h10g9f10g10e12f13j3h5i4i5h2c3e4,white
783,1680122,wojtek,Arek Kulczycki,1282,2542,m6*e9e4c4c3b4b3d3f2d2c5i5d12,white
784,1678864,Jos Dekker,Arek Kulczycki,2167,2542,m5j4d5i10c11d3c3e8h7c4e3e2f2f6i5i4k5i3g5f5f7g6c7d6,white
785,1678863,Arek Kulczycki,Virlax_,2542,2167,a9*j4i6d5e9j9j11k11k10i11d3b6i7f8g5e6e4c3i10j10e7g6f9g8g9h8i9h9g11,white
786,1678862,Ignatius J Reilly,Arek Kulczycki,2115,2542,a8*f8i10c4f2e3d12c12d11c11d10c10d9c9d8c8d6h7f5j4i5h5i4g5g4h4i2j2i3j5i6j7j6l5k6l6k7l7k8l8k10,white
787,1678861,Arek Kulczycki,Tony,2542,2144,a9*j4e9d5i10k10k12j10i11j12k11j11j9f9f8g8h6i6h7i8h9h8e10k7l8g10f10h10f11,white
788,1678860,Frode Lillevold,Arek Kulczycki,2265,2542,m4*d5i5g7d3b3b4k10i9c11e8f9g8f8g6f7e4f6g4f4g3f3f5e5,black
789,1678859,Arek Kulczycki,Stanley Kozera,2542,1905,a9d3j9i9k7j4e5g2h5i3,white
790,1678858,shalev,Arek Kulczycki,2491,2542,c2i10k10k11e9e4f4j2j3i3i4,black
791,1678850,Arek Kulczycki,Daniel Sepczuk,2542,2386,a9*j4j11e9e6f6i5c4d3k11k10g6j2i2j1i4l1k2k1l5k5k6j6i6j5j7l4b7d4e4g2,white
792,1665847,ypercube,Arek Kulczycki,1824,2542,m10*d4e9k9g8i7h10f9d3e5f8i10i12h9g10j11i9j8i8j7h11i11h12j12k10l8j9j10k8l7k7l6,black
793,1662087,Torreschon,Arek Kulczycki,1355,2542,l12e4c4c3d3c5b5g3i5i8f8g7e7j3i3h5g6f7b6c6b7c7b8c8b9c10c9d9e8d8h6f6,white
794,1660013,klaashaas,Arek Kulczycki,1743,2542,a3i10f9e6j4h6d8f7k6h8b7e9c10d11c11c7b8c9a10b12l9k11j11i6j6i9l8k8l7k10,white
795,1655989,Luka Stojanovic,Arek Kulczycki,1911,2542,b2i10d10e6g6g7f7e9d9f5h4e8d8e7h8i6,white
796,1653133,shalev,Arek Kulczycki,2491,2542,a10*j9e4c4c3d3c5b5e9i5i4j4j11k11j12k12k10l8m8i11i10j10k2h5l2j2i8g7g9f9f8g8e11f10g12g11g10f11e13h13h11h8i9e12d13d12c13b12c12c11d11d10e10b9,black
798,1653086,Arek Kulczycki,Art Duval ★,2542,2165,a13e4h5d10j9j11k11j12k12k10l8l10i11j7h8h6g6g7l4j5i6i5k6l3k4k3j4j3i4i3g4g3f3g2f4f2e3e1e2f1c2d2c3d3b5c4b4c5b6c6b7c7b8c9c8,black
799,1651340,Arek Kulczycki,Marcin Pindral,2542,1713,a13*d5d3c3d2c2c4b6b4e3e9j9j11k11k9j6j7g8g6i5h4g5h5j3h8i8i7c11d10h7i6h6g9f9e11f10f11g10g11h11,black
800,1651339,nietsabes,Arek Kulczycki,1991,2542,l12e4g4i8f8g6h6g10e8g5k8k9j9k7j7i7,white
801,1651338,Arek Kulczycki,HappyHippo,2542,2200,a13e4i5,black
802,1651337,Marius Halsor ★,Arek Kulczycki,2005,2542,l12e4c4c3b4b3h4i8f9g7h7h9g9h6j5i6j6i7k7i10d7f5h5j2k2e8j9j10l9j11m10k8k9j8m7l7m6l6m5l5m4l4m3l2l3k3c9j3f4e5f6h3,white
803,1651336,Arek Kulczycki,Stanley Kozera,2542,1905,a13*d5d3c3e9j9j11k11j12k12k9k7j5g7g5h5h8f9f8g8h6g6f10e10d12e11e12f11f12h11g11h9,black
804,1651335,shalev,Arek Kulczycki,2491,2542,m5*k10e4c4c3d10i5f5k12j12f6e6e8c9d8c8d7b7c10d9d12c12g4b4b3d3f2e1b6c6c5d5d4f4,black
805,1651328,Arek Kulczycki,Daniel Sepczuk,2542,2386,a13*d5e9j9j11k11j12k12k10l8m13i11i10j10g12i13e4c4e5h7i5b10d3c3d2c2c10b11c11b12d7g6h3j3i3c7d4g5g7h6i4f3f4k4d12j6,black
807,1647227,Arek Kulczycki,zastrzyk,2542,1751,m1,black
808,1644039,Arek Kulczycki,shalev,2542,2491,m7*e9e4i5h4k4k3i4j2l4l2i3i2h3h2c4c2d2g3d5c5d4e6c7d8c10b9f4g4e7g6d7e8f7f8g7g8k10k12l11l12k11j12j7h7h6i9k8i10,white
809,1641079,Marius Halsor ★,Arek Kulczycki,2005,2542,l12e4i8i5j5j4l3j3k2k4l4k5l5k7k6j7f6h7g7g3h3g5i3h5d4d5d6f3,white
810,1640449,Daniel Sepczuk,Arek Kulczycki,2386,2542,m7*e9e4c4c3d3c5b5i5l4g3b6d8k10k12j12i7j7j3k3k2l2i8j8k4l3k9k6k5l5i10j10j9i9g11h10h11g10d12b12c11d11e11c12e10d10g9f9f10g6h4c7,black
811,1638603,MarleysGhost,Arek Kulczycki,1875,2542,a3d4j9i6f6g4f4f5d6j11i11e6h4e10d9f8h7h6g6h5g5g7c11e7c8e5d5e4b5c7b6d7a8b8a9b9,white
812,1637510,Arek Kulczycki,FruG0,2542,2023,a13*d5d9j9g7h6i3g4h5j3k2i5h8f8g9j7j8k8i4g6i6j4i8h7,black
813,1637509,Trololo,Arek Kulczycki,1325,2542,a6*i5i10k10k11e9f8j11k9b3e4j9i9,white
814,1633685,Arek Kulczycki,Tony,2542,2144,m4f8j9j11k11k3d5c4l3k4l2l4h7g6i5f9e6h8i7j8g9f11h9f13i10,black
815,1630799,Arek Kulczycki,Stanley Kozera,2542,1905,m4*j9j11k11k10i11e4i5i7h7h9h8i10j10i8g9f12c12i3c4d3c3f11d10d11c11h6d5d2c2e8c9d7e7e5i6k2g4f7d8,black
816,1629141,Arek Kulczycki,Luka Stojanovic,2542,1911,a10d4c3c7j9j7f8h5i5h7g6e11g9,black
817,1629140,khorlo,Arek Kulczycki,1787,2542,b2i10e9e6i5h4j5k4g5f10h10h9c10d11e11e10g9b12g10g8h8i6h7h6f7g4j6j3f5f4c6d5c5d6b9b8c7c8d7e8d8f9,white
818,1629139,Arek Kulczycki,FruG0,2542,2023,a10*d5i10f9f5k10c13i5h6e6e9f7e12h10g11i9h11j9k2j2g9k6i4g8h8e11g10b12e10c11e7f6d6e5f10d9e8c8d7b7c6b6c5b5c4b4c2c3e1d2d1e3e2d3,black
819,1629138,Jos Dekker,Arek Kulczycki,2167,2542,m7*e9e4d3g3h6d12k10h5j4i5j5i6j6j9k7l8g11i7j8i9i8h9h8g9f7e10f9f10b12d10c10d9c9d8c8d7c7d5,white
820,1627437,firehand,Arek Kulczycki,1924,2542,m7*k10k11l10l11i12e4c4c3b4b3d4i5j4j5f6e9d10f7e7d9h6h5g6g4f4f5k4i7g8h9c8f3e5g3,white
821,1624068,Arek Kulczycki,Jos Dekker,2542,2167,c2*j9i5j6j11k11k9f5f8h7e10h10,black
822,1622895,Arek Kulczycki,JKB,2542,2161,a11b12i5i10f9g8k10h12l8k11i11h11i12j10j11k7f8g6j6h9l5l7f11e12e11h5i8j3i4e10f10i9h8g9g7h6h7j5i6i3h4h3f4,black
823,1622894,PaulStu,Arek Kulczycki,1896,2542,m11i8h8h6f7e4g5f6g6f8g7g10g9e11f10f11j8i9j7i7j6j9l8d10k8l9h10i11j10j11k10k12k11j12d11e10c10d8c8b11,white
824,1622893,Arek Kulczycki,FruG0,2542,2023,a8*i5j4i4d10f9i2j2h6c4k10e8e7f7e11g10h11c9g5d6d3f5f12b11b12d11e12d13f2g2g1l4j5i6h7j9i7f3c8b7b9f6d4d5c3h4,black
825,1622892,khorlo,Arek Kulczycki,1787,2542,a2i10e9e6i5h6b10d10h8f7g7f11f10e11d11e10c10b12c11f12d12d9c8d7g11i11g12g10h10h9,white
826,1622891,Arek Kulczycki,Omo321 ★,2542,1910,m5h9d5c7f8e10g9g10f10e12d12c13k10f12c11g6h6g7i7h8j8j9l9l8k8k9i9i10h10h11g11g12f11c12d9,black
827,1622890,shalev,Arek Kulczycki,2491,2542,a9*c4i10k10k11l10l11e9d7j11h12h11d3d4c3e3k9k3f8g8i5i9h6f7f6e6f5e7e5d6d5h4g6b6c6a8b7a7b5c5b8a9b9a10b10a11b12b11l2d9c11c10e10h10f9g7f11j9h9i7i8j7j8l7k7l6k6l5j5,white
828,1622781,Arek Kulczycki,dushoff,2542,1617,a13f6c4d9j9i6h6g9g8g11f9d12e10c11f11e13f12f13g12h7g7i5h5g13i12h12i10k10i11,black
829,1622780,Gregorlo,Arek Kulczycki,1715,2542,a2i5i10e9j6h7k4j3l2l3k3k5j5j7i7h9,white
830,1622779,Arek Kulczycki,FruG0,2542,2023,c2*j9k11f5d10f9f6i5j4g6g10h8h4g3j3g5,black
831,1622778,zastrzyk,Arek Kulczycki,1751,2542,m4*j10e4c4c3j4i10,white
832,1622777,Arek Kulczycki,Ignatius J Reilly,2542,2115,m7*e9e4f7j4c4d3c3d2c2d6i4h5i5h6i6h7i7h9d11g10f5,black
833,1622776,shalev,Arek Kulczycki,2491,2542,c2i10k10k11l10l11e9e6j11h12h11k9c6c5d5c7b7b12c11g5h5g7b8c8e8c12e11g6c10b9k6g10,white
834,1621689,luksusowy jacht,Arek Kulczycki,1803,2542,b2e9j10i5f7g8b10d5c8g4j5i6j6i7j7j4k4k3m2k2l2l3m3l4m4l5m5l6m6l8l7k8k7i9i8g10g9e11d11e10h4g3i2e6,white
835,1616830,mohex_bot,Arek Kulczycki,1804,2542,h12i10b12d3c10i5h5g7h6f8d8f5i7h9e5e6c7e4d4d5f7g6g5f6i9h7i6h10c5b4m7l9h8g9g8f9f4d6c3c6b6b7j10j9k9k8l8l6a7a8k7l7m5m6,white
836,1616828,Arek Kulczycki,Jos Dekker,2542,2167,a13i10g6e4h8j2c4f2l4f8c7d9g8i4g4g7i6i5k4j5h6i3f4f3i2c11f9g5f6f5d6,black
837,1616826,David J Bush ★,Arek Kulczycki,2130,2542,a5*j9j11l8i5b3c2h5e9d10d9c10j7c9d8c8d7c7d6c6d4d5e4e5f4g5f5f6e6h7h8i8g10g8,black
838,1616823,Arek Kulczycki,Trololo,2542,1325,c2g7j9e6j5j4i5j11k11j12k12k9k7j8k8i11l6k10h10i9i10i4h5g11g10f11f10e11h11g13g12f13f12e13e12d13d12c13b12c12c11d11d9d10c10h3g4,black
839,1616794,cliveso,Arek Kulczycki,1615,2542,m11i8f8e4h5g7e6f7g8g5h7h6i6i5j5k3f4e5d8h3d4e3c6d3,white
840,1612741,Tony,Arek Kulczycki,2144,2542,l12i5e9e4c4c3b4b3d3f2j4i8e1e5g6h4g4i2d5e6c7d8c9c8a9b9a10b10j5h7f6h1,white
841,1612740,Arek Kulczycki,Ignatius J Reilly,2542,2115,m4l2d5d3c3d10j9i6h6g8h7h8i7i5f7,black
842,1612739,Stanley Kozera,Arek Kulczycki,1905,2542,a3d4i5i10k10k11j11g7f8h5h7h6i6g9i8i4j4j3k3j2l1i9c10e10h9g11g10e12b12d11g8d9c9d8c8e5,white
843,1612738,Arek Kulczycki,Frode Lillevold,2542,2265,a13*d5f7j9j11k11j12k12k9k7d3c3d2c2c5e6f8h6h7j6h11j10k10i11h13h12g13f11f12f10g5i4,black
844,1612737,Art Duval ★,Arek Kulczycki,2165,2542,m6*e9e4d3e8d9i5j5i10k10k11j11k9g5c11g9f7h7f11h10g12h8c12e10d13l9h11l8k8l7k7,white
845,1612731,Arek Kulczycki,shalev,2542,2491,a13*d5d3c3d2c2e9j9c4b6c6h5j11k11j12k12k10l8k8k9m9i11i4c8b7d6e4j5i3g4f4i2h7i6h6k4k2i5,black
846,1612725,Daniel Sepczuk,Arek Kulczycki,2386,2542,m8*e9e4c4c3d3e5b5h6l4i10j9i9k10j7b8c9i7h4j5j6i6l2i4i3j3i2j1e11i8g12j11j8h9g11d10,black
847,1612718,Arek Kulczycki,iLyN Sin,2542,1844,c2e6c6c4d4,black
849,1611893,Arek Kulczycki,Nate Watson,2542,1691,c2e6c6d9j9j11k11j12l11k10l8j6g7h4i5h8k4,black
850,1610100,Arek Kulczycki,Marczyk,2542,1439,c2,black
851,1610098,Arek Kulczycki,Tom Ace,2542,1929,a13*d5d7j9h6i6i5j5j4g6f9e9e10d10f8e7e8d8d9b10g3c8g5e3,black
852,1610097,zastrzyk,Arek Kulczycki,1751,2542,l12i5d5d3b3e9h6g8i7i6h7i4c7d8h9g5f6e5f5g3f4f2c4d4c5e4d7e7,white
853,1610096,Arek Kulczycki,Virlax_,2542,2167,c2*i5h9f8f5j9j11k11k10i11i12i8i4j4h8i9h6i6f11h7,black
854,1610095,Jos Dekker,Arek Kulczycki,2167,2542,m9*e9e4i5f10c4c3d3e5j9d11g9g10i10i6j5h9i8i7k6k5j6j8k9l7d9c10i9j7h8g7,white
855,1610088,Arek Kulczycki,shalev,2542,2491,m7*e9d3h5d12i7j11l11k12l12k11l10k9j10k10g10f11g11f13i9e11c12d11d9c10c11d10i12h11i11j9i10i6g7,black
856,1608194,Tom Ace,Arek Kulczycki,1929,2542,a9*d4h6e9e5c5e7k5i10h7i6j7k6j6h9h8i8i7k4g5i4f7e8f8f6g6g4h4i2h3g2f4e3b6f5,white
858,1607491,Arek Kulczycki,FatPhil,2542,1533,a4e7c7c8j9j6g7h4f6f5e6d4c6b5e4g8i7h7i6i8k8k7h8g10h9i10e11e10h10f13g11i5h6g1f3,black
859,1607489,wolve_bot,Arek Kulczycki,1942,2542,a13*e9f5i4h4h6h9g8j2i3i2h3h2k2i5h5c11j3g7h7f9e10f11d12f8e8f6g9f10g10g11h10h11j10i10k8,black
860,1607486,Arek Kulczycki,Luka Stojanovic,2542,1911,a4*f8h6d5f2e2e3c4f7g7g6d8d11j9,black
861,1606345,Stanley Kozera,Arek Kulczycki,1905,2542,a3h6j9g5d7d6c7c6f5g4k4i7l5j11k10k11l10l11h10l6e4f4e5d10f6g9j7i8j8k3l4k2h4f11f10g10g12j6,white
862,1606343,Arek Kulczycki,shalev,2542,2491,a13*d5d3c3d2c2c4b6a5e5c6d7e9i9j10g8f7h6f10e10f9d10e11c10g4f3,black
863,1606341,Daniel Sepczuk,Arek Kulczycki,2386,2542,m7*e9e4c4c3i5h8j9k11f6d12d11c12c11b12g11h3i3g6d4f7d8e7c7d7c8d6j6i11k9i12h10i9i10c6,white
864,1606338,Arek Kulczycki,iLyN Sin,2542,1844,c2e6c6d10j9j11k11j12k12k9g7g9k7j4j6j3i5h4g5,black
865,1605782,Arek Kulczycki,Art Duval ★,2542,2165,a13e4h6i9c4c2d4f2d2d6k10h8g8h5e6h3g3i2i1f6k4j3d5f5e5d8h9f7e8e7l2j5,white
